title,rating,date,pros,cons,company,ticker,property_type,scrape_date,glassdoor_url
Great,5.0,"Aug 1, 2025","Great coworkers, approachable upper management, plenty of social events.",Can't think of any negatives.,"American Healthcare REIT, Inc.",AHR,Health Care,2025-11-20,https://www.glassdoor.com/Reviews/American-Healthcare-REIT-Reviews-E7171082.htm
An Amazing Place to Work — Where Integrity Comes First,5.0,"May 8, 2025","American Healthcare REIT is truly an amazing place to work. The C-suite leadership team is approachable, genuinely interested in each employee, and consistently makes decisions rooted in integrity. They emphasize doing the right thing and ensuring our operating partners have the tools they need to prioritize resident care. A standout example is the EVP of Asset Management—my direct leader—who embodies these principles and has done so consistently throughout his 30+ year career. His leadership style reflects the company's broader culture: a balance of high expectations and accountability with kindness, support, and authenticity. I’ve been with the company for just over a year, and I can confidently say these values are not just aspirational—they are put into action every day. The positive culture at AHR is evident across every service line and flows directly from the top down. Leaders recognize individual employee strengths and make a concerted effort to set people up for success, both personally and professionally. It’s important to me to work for leaders who not only speak about principles and values but also stand firmly behind them. I can say with full conviction that American Healthcare REIT lives up to what it promises.","While no company is without its challenges, I have yet to encounter any significant shortcomings at AHR. The culture here is so strong and positive that it far outweighs any minor issues that may arise.","American Healthcare REIT, Inc.",AHR,Health Care,2025-11-20,https://www.glassdoor.com/Reviews/American-Healthcare-REIT-Reviews-E7171082.htm
Cultural is Great,4.0,"Sep 9, 2024",Cultural is Great & Supportive,"Not a Stable Job, Salary is low","American Healthcare REIT, Inc.",AHR,Health Care,2025-11-20,https://www.glassdoor.com/Reviews/American-Healthcare-REIT-Reviews-E7171082.htm
Stable Company with Friendly Employees,4.0,"Apr 15, 2024",Lots of opportunities to interact with colleagues. Opportunity for professional development. Stable work environment.,Some areas could have been improved by focusing on new approaches to business conditions and updated strategies.,"American Healthcare REIT, Inc.",AHR,Health Care,2025-11-20,https://www.glassdoor.com/Reviews/American-Healthcare-REIT-Reviews-E7171082.htm
Great Cultural,5.0,"Jul 12, 2023","Great cultural, good training, benefits",There’s a lot of stress during closing,"American Healthcare REIT, Inc.",AHR,Health Care,2025-11-20,https://www.glassdoor.com/Reviews/American-Healthcare-REIT-Reviews-E7171082.htm
Great company,5.0,"Apr 20, 2022","Inclusive, Good performance is rewarded",Mostly people are only in 2 days a week,"American Healthcare REIT, Inc.",AHR,Health Care,2025-11-20,https://www.glassdoor.com/Reviews/American-Healthcare-REIT-Reviews-E7171082.htm
AHR Review,4.0,"Dec 30, 2022",Company has very good culture,Company sometimes does not pay market rates,"American Healthcare REIT, Inc.",AHR,Health Care,2025-11-20,https://www.glassdoor.com/Reviews/American-Healthcare-REIT-Reviews-E7171082.htm
It is great working here,5.0,"Oct 27, 2025",The leadership group is well organized. It is worth to learn and growing here.,I have not found any cons so far.,Welltower Inc.,WELL,Health Care,2025-11-20,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Not Worth It,1.0,"Oct 30, 2025",Good Work Life Balance Most are friendly,"They don't know what they are doing. They worry about keeping things private even amongst employee They have restrictive practices in Technology, which even hinders one's work and many have said they don't have access to basic things required for their daily work. So, people have started cutting corners in how they work and what they do. Not much time before this starts becoming visible in their earnings too.",Welltower Inc.,WELL,Health Care,2025-11-20,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Work life balance,2.0,"Oct 18, 2025",A company with high growth potential and chance for development,Long hours often resulting in working weekends. Low work/life balance.,Welltower Inc.,WELL,Health Care,2025-11-20,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
Toxic Environment and Limited Career Advancement,2.0,"Mar 10, 2025","The company offers a solid benefits package that promotes a healthy work-life balance. Leadership within my department and across the company values grit and initiative, recognizing those who go above and beyond. Executives are committed to the long-term success of the company and focus on sustainable growth. However, opportunities to collaborate with others are limited, and while there is a strong sense of inclusivity when discussing the company’s future, the lack of clear advancement paths and middle management improvements hinder the overall culture.","Unfortunately, I experienced second-class treatment under my manager. Despite my hard work, I was often sidelined with fewer opportunities for advancement and recognition compared to those in favor with management. The culture encouraged snitching, which, combined with favoritism, fostered a toxic work environment. Those who aligned with management were rewarded, leaving others feeling unsupported. The uneven workload, lack of transparency, and poor communication created an atmosphere of disrespect and disillusionment, making me feel undervalued and isolated.",Welltower Inc.,WELL,Health Care,2025-11-20,https://www.glassdoor.com/Reviews/Welltower-Reviews-E1166198.htm
